2023-04-10 04:44:04,406 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-04-10 04:44:05,396 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-04-10 04:44:05,411 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-04-10 04:44:05,442 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-04-10 04:44:05,521 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-04-10 04:44:05,552 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-04-10 04:44:05,567 INFO  SwAddin.cs: 201 - Setting up command manager
2023-04-10 04:44:05,567 INFO  SwAddin.cs: 204 - Adding command manager
2023-04-10 04:44:05,677 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-04-10 04:44:05,692 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-04-10 04:44:05,692 INFO  SwAddin.cs: 210 - Adding event handlers
2023-04-10 04:44:08,277 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-04-10 11:54:56,062 INFO  SwAddin.cs: 294 - Assembly export called for file simbot_with_base_and_wheels
2023-04-10 11:55:29,775 INFO  SwAddin.cs: 313 - Saving assembly
2023-04-10 11:55:31,918 INFO  SwAddin.cs: 316 - Opening property manager
2023-04-10 11:55:32,749 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simbot_with_base_and_wheels
2023-04-10 11:55:33,031 INFO  ExportHelperExtension.cs: 1136 - Found 28 in simbot_with_base_and_wheels
2023-04-10 11:55:33,031 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in simbot_with_base_and_wheels
2023-04-10 11:55:33,031 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-10 11:55:33,062 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-04-10 11:55:33,077 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simboid_wheel-1
2023-04-10 11:55:33,077 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-1
2023-04-10 11:55:33,093 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in simboid_wheel-1
2023-04-10 11:55:33,093 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simboid_wheel-2
2023-04-10 11:55:33,093 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-2
2023-04-10 11:55:33,109 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in simboid_wheel-2
2023-04-10 11:55:33,109 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:55:33,109 INFO  ExportHelperExtension.cs: 1136 - Found 154 in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:55:33,125 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:55:33,125 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simbot_with_base_and_wheels
2023-04-10 11:55:33,125 INFO  ExportHelperExtension.cs: 1136 - Found 28 in simbot_with_base_and_wheels
2023-04-10 11:55:33,125 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in simbot_with_base_and_wheels
2023-04-10 11:55:33,125 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-10 11:55:33,140 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-04-10 11:55:33,140 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simboid_wheel-1
2023-04-10 11:55:33,140 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-1
2023-04-10 11:55:33,157 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in simboid_wheel-1
2023-04-10 11:55:33,157 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simboid_wheel-2
2023-04-10 11:55:33,157 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-2
2023-04-10 11:55:33,157 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in simboid_wheel-2
2023-04-10 11:55:33,454 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:55:33,454 INFO  ExportHelperExtension.cs: 1136 - Found 154 in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:55:33,454 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:55:36,075 INFO  SwAddin.cs: 339 - Loading config tree
2023-04-10 11:55:36,155 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-04-10 11:55:36,248 INFO  SwAddin.cs: 344 - Showing property manager
2023-04-10 11:55:52,857 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-04-10 11:55:53,703 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-04-10 11:56:44,062 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-04-10 11:56:57,855 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-04-10 11:57:35,395 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-04-10 11:58:06,063 INFO  ExportHelperExtension.cs: 347 - Creating joint wheel_right
2023-04-10 11:58:06,125 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2023-04-10 11:58:06,125 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2023-04-10 11:58:06,158 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2023-04-10 11:58:07,519 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2023-04-10 11:58:07,628 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-04-10 11:58:07,628 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-04-10 11:58:07,644 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-04-10 11:58:22,323 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child wheel_right failed
2023-04-10 11:58:22,385 INFO  ExportHelperExtension.cs: 347 - Creating joint wheel_left
2023-04-10 11:58:22,385 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2023-04-10 11:58:22,385 INFO  ExportHelperExtension.cs: 1402 - Fixing 23
2023-04-10 11:58:22,385 INFO  ExportHelperExtension.cs: 1409 - Component 23 is already fixed
2023-04-10 11:58:23,217 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-04-10 11:58:23,233 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-04-10 11:58:23,233 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-04-10 11:58:23,233 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-04-10 11:58:34,539 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child wheel_left failed
2023-04-10 11:58:35,867 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simbot_with_base_and_wheels
2023-04-10 11:58:35,992 INFO  ExportHelperExtension.cs: 1136 - Found 35 in simbot_with_base_and_wheels
2023-04-10 11:58:35,992 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in simbot_with_base_and_wheels
2023-04-10 11:58:35,992 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-10 11:58:35,992 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-04-10 11:58:36,007 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simboid_wheel-1
2023-04-10 11:58:36,007 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-1
2023-04-10 11:58:36,007 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in simboid_wheel-1
2023-04-10 11:58:36,007 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from simboid_wheel-2
2023-04-10 11:58:36,023 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-2
2023-04-10 11:58:36,023 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in simboid_wheel-2
2023-04-10 11:58:36,023 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:58:36,023 INFO  ExportHelperExtension.cs: 1136 - Found 154 in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:58:36,038 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:58:36,038 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simbot_with_base_and_wheels
2023-04-10 11:58:36,038 INFO  ExportHelperExtension.cs: 1136 - Found 35 in simbot_with_base_and_wheels
2023-04-10 11:58:36,038 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in simbot_with_base_and_wheels
2023-04-10 11:58:36,038 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-10 11:58:36,054 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-04-10 11:58:36,054 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simboid_wheel-1
2023-04-10 11:58:36,054 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-1
2023-04-10 11:58:36,054 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in simboid_wheel-1
2023-04-10 11:58:36,070 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from simboid_wheel-2
2023-04-10 11:58:36,070 INFO  ExportHelperExtension.cs: 1136 - Found 41 in simboid_wheel-2
2023-04-10 11:58:36,070 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in simboid_wheel-2
2023-04-10 11:58:36,070 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:58:36,101 INFO  ExportHelperExtension.cs: 1136 - Found 154 in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:58:36,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in PCBModelwithIRSensorsandSlideSwitchandTypeBConnectorandN20MotorsSIMBOTCover-1
2023-04-10 11:58:36,435 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-04-10 11:58:55,223 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-04-10 11:58:55,317 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
